BusinessEntityID,PersonType,NameStyle,Title,FirstName,MiddleName,LastName,Suffix,EmailPromotion,AdditionalContactInfo,Demographics,rowguid,ModifiedDate
211,EM,0,,Hazem,E,Abolrous,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",C2637051-25A5-4461-B06A-523119259430,00:00.0
212,EM,0,,Peng,J,Wu,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",24B9C3C3-A06D-44FA-AA24-34DDD3ABF62C,00:00.0
213,EM,0,,Sootha,T,Charncherngkha,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",C334506C-197B-4010-935E-AEE740818BC9,00:00.0
214,EM,0,,Andreas,T,Berglund,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",4F896936-FBF8-4120-BC87-62CCF30D09DB,00:00.0
215,EM,0,,Mark,L,Harrington,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",494202A4-EE2D-406B-974F-85B70FE0889B,00:00.0
216,EM,0,,Sean,P,Alexander,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",AA6F6C92-C6B0-4C05-B3A3-90887A88DE0F,00:00.0
217,EM,0,,Zainal,T,Arifin,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",989DB0AC-1E7B-4CC8-B90F-1799172ED3AA,00:00.0
218,EM,0,,Tengiz,N,Kharatishvili,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",06CFED75-E8F0-4E81-871A-4368D9B9F73E,00:00.0
219,EM,0,,Sean,N,Chai,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",93D0906B-B2D7-486F-BD14-9A126BE82AB6,00:00.0
220,EM,0,,Karen,R,Berge,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",20B3CF90-BA00-4DBF-8026-A028742DC328,00:00.0
221,EM,0,,Chris,K,Norred,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",B35192A9-15AC-4B64-9039-BB3F8566AF55,00:00.0
222,EM,0,,A. Scott,,Wright,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",90CC98B7-6054-4AB5-844E-3ECCB8A73070,00:00.0
223,EM,0,,Sairaj,L,Uddin,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",4F2F3EEF-B0A5-44B9-ADD9-424C26A77BF9,00:00.0
224,EM,0,,William,S,Vong,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",B42F3DDD-01D6-4701-91C0-2F6D9E8847C6,00:00.0
225,EM,0,,Alan,J,Brewer,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",72331C0F-994F-4494-ABFC-AA129DA85635,00:00.0
226,EM,0,,Brian,P,LaMee,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",3F4225C1-7833-43D7-A485-BDCEE84553BF,00:00.0
227,EM,0,,Gary,E.,Altman,III,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",A131E984-DD98-4D19-91FF-9A9BB57CDA99,00:00.0
228,EM,0,,Christian,E,Kleinerman,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",32852137-66C8-4BE4-B6CF-3C094534DA9B,00:00.0
229,EM,0,,Lori,K,Penor,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",327A5C9F-3DFC-4775-8375-368A5A29FE16,00:00.0
230,EM,0,,Stuart,J,Macrae,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",991FB7CC-704B-4EDE-9C8E-2615EB3F56BF,00:00.0
231,EM,0,,Jo,L,Berry,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",196CBA72-3810-435A-9A52-57A5E276293B,00:00.0
232,EM,0,,Pat,H,Coleman,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",D703625A-CFB0-4B32-BCF6-F58185E71A7C,00:00.0
233,EM,0,,Magnus,E,Hedlund,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",615A2903-C6D2-4265-A8E6-471DEC449224,00:00.0
234,EM,0,,Laura,F,Norman,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",4603A371-EE90-4D87-9C25-A13CE3F190A0,00:00.0
235,EM,0,,Paula,M,Barreto de Mattos,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",8E952C09-C7C4-4D51-A8CB-36C44C949A0B,00:00.0
236,EM,0,,Grant,N,Culbertson,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",242E654F-CFF1-495C-A408-1AAF2A8A0BA7,00:00.0
237,EM,0,,Hao,O,Chen,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",11C53AD9-2D74-480F-8D83-6AA37B1F52E1,00:00.0
238,EM,0,,Vidur,X,Luthra,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",E10218F6-99DE-462D-BDBD-28BDDEA8693A,00:00.0
239,EM,0,,Mindy,C,Martin,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",B903A253-A5CB-4C38-AA41-BC77CBA65BB3,00:00.0
240,EM,0,,Willis,T,Johnson,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",3B808CDB-0372-409A-AE40-C2177A7DB2B6,00:00.0
241,EM,0,,David,J,Liu,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",F766DCB5-CAE1-4164-B313-D597EFB41C96,00:00.0
242,EM,0,,Deborah,E,Poe,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",9236BDD4-DE3E-43BE-BB3C-22E377A2FFA6,00:00.0
243,EM,0,,Candy,L,Spoon,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",303047DF-CC05-4C50-813F-BE67719AB00E,00:00.0
244,EM,0,,Bryan,A,Walton,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",014BC84D-E05A-4A97-BD3E-CB21A3522DA5,00:00.0
245,EM,0,,Barbara,C,Moreland,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",F2CC060C-A8CB-4A93-99E3-5B9D47F00F9C,00:00.0
246,EM,0,,Dragan,K,Tomic,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",6CBF1558-FAF0-4A54-94E9-6AF835225872,00:00.0
247,EM,0,,Janet,L,Sheperdigian,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",D24AFF04-1200-43DF-A211-F28F2A8E753F,00:00.0
248,EM,0,,Mike,K,Seamans,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",AECB0EBA-B17A-41ED-AC2E-076EDA87F5E4,00:00.0
249,EM,0,,Wendy,Beth,Kahn,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",A4F5869C-E86D-46BD-BAAC-1B4FAF4CD920,00:00.0
250,EM,0,,Sheela,H,Word,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",73BEA116-6235-48CB-94A5-58FA56994640,00:00.0
251,EM,0,,Mikael,Q,Sandberg,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",D4285D37-ED4C-4A8B-AEDE-D6DBD37CC76F,00:00.0
252,EM,0,,Arvind,B,Rao,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",E70B4E15-AB90-483F-A417-D0A8E66D35FB,00:00.0
253,EM,0,,Linda,P,Meisner,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",F78F14D7-8E98-4925-821C-BE69B7A2C4BA,00:00.0
254,EM,0,,Fukiko,J,Ogisu,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",9F5E4E33-E097-483A-8B74-FA4D7E54EC56,00:00.0
255,EM,0,,Gordon,L,Hee,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",67925187-A9C0-4F6A-A377-653FFD3C50DF,00:00.0
256,EM,0,,Frank,S,Pellow,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",1FE09286-926C-4528-8D83-C0816F5F8521,00:00.0
257,EM,0,,Eric,S,Kurjan,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",BE6ED8D4-3A9D-46BF-9348-DE0753E8CE81,00:00.0
258,EM,0,,Erin,M,Hagens,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",09E5B805-A275-473F-8B8B-00673AEF252D,00:00.0
259,EM,0,,Ben,T,Miller,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",AB1DEFC1-5B4A-4032-A787-8F4147B2E363,00:00.0
260,EM,0,,Annette,L,Hill,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",D69499B6-7467-4D5D-A89D-F116E5752444,00:00.0
261,EM,0,,Reinout,N,Hillmann,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",BA53CB03-00ED-4650-82F6-3680524AAB3F,00:00.0
262,EM,0,,David,M,Barber,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",43BE0580-122B-4FDF-8B15-FD286A18E97A,00:00.0
263,EM,0,,Jean,E,Trenary,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",0AA3878D-0F9F-4F2A-942F-8B46C9B57C0A,00:00.0
264,EM,0,,Stephanie,A,Conroy,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",24757DC7-8E05-4DE0-920D-A1F4A60B30BA,00:00.0
265,EM,0,,Ashvini,R,Sharma,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",252A5641-6B19-4347-830F-E659BFC76AEF,00:00.0
266,EM,0,,Peter,I,Connelly,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",9D2546F7-7571-477D-AB76-532F0438EDDF,00:00.0
267,EM,0,,Karen,A,Berg,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",F2D24899-80B9-44F7-9B3B-63ACDEF3B505,00:00.0
268,EM,0,,Ramesh,V,Meyyappan,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",C69E8136-CBB5-48EB-84A0-59CE62920478,00:00.0
269,EM,0,,Dan,K,Bacon,Jr.,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",D9DA7900-703F-4CA6-92BD-5ED3A25C0455,00:00.0
270,EM,0,,François,P,Ajenstat,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",83605AF8-6496-4362-BE19-20F2EC7114BA,00:00.0
271,EM,0,,Dan,B,Wilson,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",9F637D98-7182-4F6A-B68B-1BA9F2ECCB4D,00:00.0
272,EM,0,,Janaina,Barreiro Gambaro,Bueno,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",0204851C-3ECC-4968-8504-47706C350E3E,00:00.0
273,EM,0,Mr.,Brian,S,Welcker,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",0950A366-1EEE-4516-86E0-6F2F94CE1046,00:00.0
274,SP,0,,Stephen,Y,Jiang,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",1F4062EC-0577-43DF-947A-EEE1E3D24C60,00:00.0
275,SP,0,,Michael,G,Blythe,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",250C3F67-B75F-4B0D-9BE2-DEB5825C8EEB,00:00.0
276,SP,0,,Linda,C,Mitchell,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",519A296E-CA91-450F-95C9-153459604147,00:00.0
277,SP,0,,Jillian,,Carson,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",3C407F7D-2EA1-4749-8856-8C8EECF23AEA,00:00.0
278,SP,0,,Garrett,R,Vargas,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",6167A617-60E9-4212-9C40-BB471716776C,00:00.0
279,SP,0,,Tsvi,Michael,Reiter,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",FCA35010-0144-4C4C-8245-D38E9FD4CCD2,00:00.0
280,SP,0,,Pamela,O,Ansman-Wolfe,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",8C8F5D47-E3F4-4577-BE7E-BC224431CF2B,00:00.0
281,SP,0,,Shu,K,Ito,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",CA87A053-6C5F-4F9B-8790-1D0AF332153A,00:00.0
282,SP,0,,José,Edvaldo,Saraiva,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",120C84EB-8A22-4E1F-8C2B-FF5F144FDB7D,00:00.0
283,SP,0,,David,R,Campbell,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",6F44C8D9-E3D0-482C-87DC-CCEB09060F31,00:00.0
284,SP,0,Mr.,Tete,A,Mensa-Annan,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",F5BED54C-DF64-402C-93BD-7CFD1F79DEEE,00:00.0
285,SP,0,Mr.,Syed,E,Abbas,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",FF284881-01C2-4C77-95A7-4DB96F59BB70,00:00.0
286,SP,0,,Lynn,N,Tsoflias,,2,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",EED57FDF-01BE-4770-A2AD-10F3349CF3DB,00:00.0
287,SP,0,,Amy,E,Alberts,,1,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",0CCB2270-1C40-4E7D-9A09-0B29A94DA8B6,00:00.0
288,SP,0,,Rachel,B,Valdez,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",F28093ED-C889-43EB-BE88-37C9E147148C,00:00.0
289,SP,0,,Jae,B,Pak,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",317764BC-A515-4C2B-9A82-8136B8EC538F,00:00.0
290,SP,0,,Ranjit,R,Varkey Chudukatil,,0,,"<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",5F6547B3-A7A9-4B14-8895-4402150BD903,00:00.0
291,SC,0,Mr.,Gustavo,,Achong,,2,"<AdditionalContactInfo xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactInfo"" xmlns:crm=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactRecord"" xmlns:act=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactTypes""><act:telephoneNumber><act:number>425-555-1112</act:number><act:SpecialInstructions>Call only after 5:00 p.m.</act:SpecialInstructions></act:telephoneNumber>Note that the customer has a secondary home address.<act:homePostalAddress><act:Street>123 Oak</act:Street><act:City>Seattle</act:City><act:StateProvince>WA</act:StateProvince><act:PostalCode>98001</act:PostalCode><act:CountryRegion>USA</act:CountryRegion><act:SpecialInstructions>If correspondence to the primary address fails, try this one.</act:SpecialInstructions></act:homePostalAddress>Customer provided additional email address.<act:eMail><act:eMailAddress>customer1@sample.com</act:eMailAddress><act:SpecialInstructions>For urgent issues, do not send e-mail. Instead use this emergency contact phone<act:telephoneNumber><act:number>425-555-1111</act:number></act:telephoneNumber>.</act:SpecialInstructions></act:eMail><crm:ContactRecord date=""2001-06-02Z"">This customer is interested in purchasing high-end bicycles for his family. The customer contacted Michael in sales.</crm:ContactRecord></AdditionalContactInfo>","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",D4C132D3-FCB5-4231-9DD5-888A54BEC693,33:33.1
293,SC,0,Ms.,Catherine,R.,Abel,,1,"<AdditionalContactInfo xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactInfo"" xmlns:crm=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactRecord"" xmlns:act=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/ContactTypes"">These are additional phone and pager numbers for the customer.<act:telephoneNumber><act:number>206-555-2222</act:number><act:SpecialInstructions>On weekends, contact the manager at this number.</act:SpecialInstructions></act:telephoneNumber><act:telephoneNumber><act:number>206-555-1234</act:number></act:telephoneNumber><act:pager><act:number>206-555-1244</act:number><act:SpecialInstructions>Do not page between 9:00 a.m. and 5:00 p.m.</act:SpecialInstructions></act:pager>Customer provided this additional home address.<act:homePostalAddress><act:Street>P.O Box 5</act:Street><act:City>Edmonds</act:City><act:StateProvince>WA</act:StateProvince><act:PostalCode>98431</act:PostalCode><act:CountryRegion>USA</act:CountryRegion><act:SpecialInstructions>This is an alternative address for billing only.</act:SpecialInstructions></act:homePostalAddress><act:eMail><act:eMailAddress>Joe@sample.com</act:eMailAddress><act:SpecialInstructions>Do not send e-mail for urgent issues. Use telephone instead.</act:SpecialInstructions></act:eMail><crm:ContactRecord date=""2001-07-02Z"">Sales contacted this customer to explain new pricing.</crm:ContactRecord></AdditionalContactInfo>","<IndividualSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/IndividualSurvey""><TotalPurchaseYTD>0</TotalPurchaseYTD></IndividualSurvey>",D54E0552-C226-4C22-AF3B-762CA854CDD3,33:33.1
